X,Y,OBJECTID,id,ask,bedrooms,title,address,posting_da,created_at,updated_at,source_id,survey_id,XCoord,YCoord,Loc_ID,geog_code
238490.224151695350884,905192.936680122278631,550,17142.00000000000,1400.00000000000,2.00000000000,Beautiful 2br apartment - Heated - Parking - Pet friendly,,2015-11-03 14:05:27,2015-11-03 21:31:51.33184,2015-11-03 21:31:51.33184,0.00000000000,18.00000000000,238490.22415200001,905192.93668000004,0,238490.224152_905192.93668
238103.456911457556998,904306.192524393321946,1610,27351.00000000000,1500.00000000000,2.00000000000,Chelsea 2 bedroom,,2015-11-02 18:37:12,2015-11-03 22:42:29.13805,2015-11-03 22:42:29.13805,0.00000000000,18.00000000000,238103.45691099999,904306.19252399995,0,238103.456911_904306.192524
239285.022698098851833,905864.037149376235902,2784,37413.00000000000,2112.00000000000,2.00000000000,2BR/1.5BA Apartment - 100 Stockton St,,2015-10-01 20:47:59,2015-11-12 22:35:52.064828,2015-11-12 22:35:52.064828,2.00000000000,29.00000000000,239285.02269799999,905864.03714899998,0,239285.022698_905864.037149
237230.022487445938168,904740.615047063911334,2861,37639.00000000000,2633.00000000000,2.00000000000,2BR/2BA Apartment,,2015-11-10 14:27:42,2015-11-12 22:36:10.71504,2015-11-12 22:36:10.71504,2.00000000000,29.00000000000,237230.02248700001,904740.61504700000,0,237230.022487_904740.615047
238180.660734886478167,905392.411510659614578,2948,37897.00000000000,2550.00000000000,2.00000000000,2BR/2BA Apartment,,2015-11-11 14:43:46,2015-11-12 22:36:29.445951,2015-11-12 22:36:29.445951,2.00000000000,29.00000000000,238180.66073500001,905392.41151100001,0,238180.660735_905392.411511
239468.193835584068438,905498.501772661460564,3023,38174.00000000000,1855.00000000000,2.00000000000,2BR/2BA Apartment - 1 Webster Ave,,2015-06-13 19:51:47,2015-11-12 22:36:51.893684,2015-11-12 22:36:51.893684,2.00000000000,29.00000000000,239468.19383599999,905498.50177300000,0,239468.193836_905498.501773
237268.507451474288246,904375.990939037059434,5780,48493.00000000000,1850.00000000000,2.00000000000,"Two BR, 2.0 BA, 1023 sqft, $1,850 - Two BR",,2015-11-12 21:49:47,2015-11-12 22:49:38.85115,2015-11-12 22:49:38.85115,2.00000000000,29.00000000000,237268.50745100001,904375.99093900004,0,237268.507451_904375.990939
239235.194341262744274,905941.514267044141889,5804,48555.00000000000,2300.00000000000,2.00000000000,2BR/2BA Apartment - 1000 Revere Beach Pkwy,,2015-11-05 09:33:47,2015-11-12 22:49:42.6211,2015-11-12 22:49:42.6211,2.00000000000,29.00000000000,239235.19434099999,905941.51426700002,0,239235.194341_905941.514267
239317.081221641565207,906019.728033588966355,5808,48570.00000000000,2300.00000000000,2.00000000000,2BR/2BA Apartment - 1016 Revere Beach Pkwy,,2015-08-08 05:33:53,2015-11-12 22:49:42.683488,2015-11-12 22:49:42.683488,2.00000000000,29.00000000000,239317.08122200001,906019.72803400003,0,239317.081222_906019.728034
238065.330366864887765,904579.906966528156772,5818,48601.00000000000,2025.00000000000,2.00000000000,2BR/2BA Apartment - 375 Broadway,,2015-08-08 04:41:25,2015-11-12 22:49:46.362646,2015-11-12 22:49:46.362646,2.00000000000,29.00000000000,238065.33036699999,904579.90696699999,0,238065.330367_904579.906967
237910.045244621054735,905889.80303945671767,5939,48938.00000000000,2300.00000000000,2.00000000000,2BR/2BA Apartment - Revere Beach Pkwy,,2015-10-07 01:46:49,2015-11-12 22:50:12.459379,2015-11-12 22:50:12.459379,2.00000000000,29.00000000000,237910.04524499999,905889.80303900002,0,237910.045245_905889.803039
238574.480309555481654,906326.632076101843268,6003,49114.00000000000,1500.00000000000,2.00000000000,2BR/1BA Apartment - 8 Lambert Ave,,2015-11-05 01:53:05,2015-11-12 22:50:23.668011,2015-11-12 22:50:23.668011,2.00000000000,29.00000000000,238574.48031000001,906326.63207599998,0,238574.48031_906326.632076
239319.44466018548701,905597.638870419468731,6066,49306.00000000000,1730.00000000000,2.00000000000,2BR/2BA Apartment - 900 Broadway,,2015-08-08 06:11:46,2015-11-12 22:50:38.421088,2015-11-12 22:50:38.421088,2.00000000000,29.00000000000,239319.44466000001,905597.63887000002,0,239319.44466_905597.63887
237989.723820128070656,904857.195605229819193,6096,49393.00000000000,1550.00000000000,2.00000000000,2BR/1BA Apartment - 125 Arlington St,,2015-08-08 06:02:48,2015-11-12 22:50:45.701002,2015-11-12 22:50:45.701002,2.00000000000,29.00000000000,237989.72382000001,904857.19560500002,0,237989.72382_904857.195605
237918.217548623739276,905900.955113507341594,6108,49436.00000000000,2350.00000000000,2.00000000000,2BR/2BA Apartment - 35 Revere Beach Pkwy,,2015-10-03 18:11:46,2015-11-12 22:50:49.409198,2015-11-12 22:50:49.409198,2.00000000000,29.00000000000,237918.21754899999,905900.95511400001,0,237918.217549_905900.955114
239013.72651829093229,905795.876837826799601,6109,49439.00000000000,2200.00000000000,2.00000000000,2BR/2BA Apartment - 150 Webster Ave,,2015-08-08 06:11:57,2015-11-12 22:50:49.419185,2015-11-12 22:50:49.419185,2.00000000000,29.00000000000,239013.72651800001,905795.87683800003,0,239013.726518_905795.876838
238131.653420987277059,906013.190437592566013,6118,49469.00000000000,1790.00000000000,2.00000000000,2BR/1BA Apartment - 105 Revere Beach Pkwy,,2015-08-08 05:01:00,2015-11-12 22:50:49.526517,2015-11-12 22:50:49.526517,2.00000000000,29.00000000000,238131.65342100000,906013.19043800002,0,238131.653421_906013.190438
238913.029473433882231,906139.664786693640053,6144,49538.00000000000,1695.00000000000,2.00000000000,2BR/2BA Apartment - 100 Parkway Ct,,2015-08-08 04:54:42,2015-11-12 22:50:56.693976,2015-11-12 22:50:56.693976,2.00000000000,29.00000000000,238913.02947300000,906139.66478700005,0,238913.029473_906139.664787
238516.301977927214466,904926.711421471321955,6149,49551.00000000000,2100.00000000000,2.00000000000,2BR/2BA Apartment - 570 Broadway,,2015-08-08 06:12:11,2015-11-12 22:50:56.748,2015-11-12 22:50:56.748,2.00000000000,29.00000000000,238516.30197800000,904926.71142099996,0,238516.301978_904926.711421
239086.880210914008785,904485.546732326503843,6165,49595.00000000000,1850.00000000000,2.00000000000,2BR/2BA Apartment - 165 Cottage St,,2015-09-09 22:24:45,2015-11-12 22:51:00.389218,2015-11-12 22:51:00.389218,2.00000000000,29.00000000000,239086.88021100001,904485.54673199996,0,239086.880211_904485.546732
